Date,USD,EUR,GBP,JPY100,CHF,AUD,CAD,SGD,HKD100
26-Apr-19,4.135,4.6056,5.3354,3.7042,4.0547,2.9036,3.0673,3.0371,52.7161
29-Apr-19,4.134,4.6135,5.3469,3.7046,4.0577,2.9174,3.0736,3.0384,52.7047
30-Apr-19,4.1375,4.629,5.3556,3.7088,4.0604,2.9157,3.0742,3.0378,52.7393
2-May-19,4.138,4.6375,5.4034,3.7099,4.0672,2.9074,3.0798,3.0422,52.7456
3-May-19,4.143,4.6294,5.4025,3.717,4.063,2.8993,3.0766,3.0407,52.8121
6-May-19,4.15,4.6459,5.4469,3.7536,4.0875,2.8959,3.08,3.0423,52.8952
7-May-19,4.149,4.6502,5.4447,3.7503,4.0829,2.9035,3.0914,3.044,52.8744
8-May-19,4.148,4.6482,5.4227,3.7733,4.0727,2.9123,3.0806,3.048,52.8482
9-May-19,4.1535,4.6486,5.4033,3.778,4.0701,2.8979,3.081,3.0482,52.923
10-May-19,4.157,4.6683,5.4116,3.787,4.0972,2.9074,3.0868,3.0503,52.9696
13-May-19,4.164,4.6762,5.419,3.7941,4.1195,2.9056,3.0987,3.0488,53.0534
14-May-19,4.172,4.6897,5.4077,3.8073,4.1446,2.9016,3.0986,3.0497,53.156
15-May-19,4.175,4.6806,5.3916,3.8086,4.1402,2.8937,3.1018,3.0519,53.1895
16-May-19,4.173,4.6775,5.3619,3.8117,4.1382,2.8852,3.1054,3.0493,53.1687
17-May-19,4.175,4.6672,5.3411,3.8069,4.1374,2.8753,3.1004,3.0381,53.1874
21-May-19,4.186,4.6728,5.3284,3.7979,4.147,2.8842,3.1185,3.0435,53.3344
23-May-19,4.1945,4.6773,5.3056,3.8018,4.1591,2.885,3.12,3.0408,53.4427
24-May-19,4.194,4.6902,5.31,3.8273,4.1777,2.888,3.1136,3.04,53.441
27-May-19,4.1885,4.6974,5.3341,3.8276,4.1789,2.9051,3.1167,3.0502,53.3655
28-May-19,4.195,4.6913,5.3172,3.8314,4.1754,2.9067,3.122,3.048,53.4517
29-May-19,4.197,4.6864,5.3147,3.8381,4.1728,2.9094,3.1123,3.0409,53.4691
30-May-19,4.198,4.6766,5.3021,3.831,4.1684,2.9075,3.1073,3.0438,53.4845
31-May-19,4.199,4.6752,5.2958,3.8463,4.1773,2.904,3.1035,3.0456,53.515
3-Jun-19,4.182,4.6784,5.2919,3.8676,4.1916,2.9094,3.0987,3.0521,53.3452
4-Jun-19,4.179,4.7039,5.2931,3.8698,4.2089,2.9153,3.1103,3.0548,53.3036
7-Jun-19,4.16,4.6875,5.2811,3.8352,4.1948,2.9012,3.1147,3.0465,53.0599
10-Jun-19,4.165,4.711,5.2966,3.8376,4.2049,2.9047,3.1382,3.0497,53.1033
11-Jun-19,4.166,4.7138,5.2842,3.8361,4.2089,2.8995,3.1418,3.0522,53.152
12-Jun-19,4.166,4.7222,5.2992,3.8403,4.2013,2.8954,3.1356,3.054,53.2321
13-Jun-19,4.1645,4.7034,5.2839,3.8443,4.1867,2.8773,3.123,3.0478,53.2381
14-Jun-19,4.17,4.7013,5.2859,3.8497,4.1956,2.8773,3.1266,3.0498,53.2703
17-Jun-19,4.177,4.6878,5.2626,3.8473,4.1791,2.8746,3.116,3.0478,53.3516
18-Jun-19,4.183,4.6975,5.2384,3.8621,4.1922,2.8595,3.1205,3.0517,53.3989
19-Jun-19,4.179,4.6784,5.2505,3.8537,4.1773,2.8743,3.1243,3.0559,53.3921
20-Jun-19,4.158,4.6873,5.2761,3.8647,4.2004,2.8678,3.141,3.0594,53.1958
21-Jun-19,4.152,4.693,5.2793,3.8775,4.2294,2.8778,3.1524,3.0629,53.2048
24-Jun-19,4.146,4.719,5.2866,3.8607,4.2432,2.8844,3.1428,3.062,53.0573
25-Jun-19,4.145,4.7282,5.2857,3.876,4.271,2.8837,3.143,3.0645,53.0995
26-Jun-19,4.155,4.7184,5.271,3.8669,4.2554,2.894,3.152,3.0651,53.2092
27-Jun-19,4.151,4.716,5.2651,3.8407,4.2366,2.9036,3.1619,3.0644,53.1355
28-Jun-19,4.1435,4.7095,5.2511,3.8505,4.2463,2.9042,3.1644,3.0618,53.0599
1-Jul-19,4.135,4.6949,5.2519,3.8199,4.2125,2.8957,3.1572,3.0564,52.9483
2-Jul-19,4.144,4.6748,5.238,3.8229,4.1994,2.8909,3.1561,3.0554,53.1309
3-Jul-19,4.142,4.6755,5.2156,3.8491,4.2072,2.8994,3.1616,3.0564,53.1339
4-Jul-19,4.134,4.6644,5.201,3.8359,4.1918,2.9087,3.1637,3.0502,53.1158
5-Jul-19,4.137,4.6678,5.2052,3.8362,4.2,2.9071,3.1694,3.0511,53.1086
8-Jul-19,4.146,4.6547,5.1933,3.8261,4.1879,2.8964,3.1712,3.0465,53.1811
9-Jul-19,4.144,4.6463,5.1846,3.8095,4.169,2.8826,3.1634,3.0455,53.0663
10-Jul-19,4.142,4.6424,5.158,3.8038,4.1716,2.8667,3.1548,3.0409,53.0095
11-Jul-19,4.124,4.6519,5.1698,3.8213,4.183,2.8773,3.1609,3.0442,52.7615
12-Jul-19,4.114,4.6373,5.161,3.7966,4.1589,2.8765,3.1554,3.0303,52.5986
15-Jul-19,4.108,4.6314,5.1638,3.8041,4.1739,2.89,3.1539,3.0291,52.4736
16-Jul-19,4.11,4.6279,5.1437,3.8063,4.173,2.8922,3.1506,3.031,52.573
17-Jul-19,4.117,4.6168,5.1117,3.8064,4.17,2.8868,3.1488,3.0265,52.6963
18-Jul-19,4.114,4.625,5.1178,3.8195,4.1762,2.893,3.1535,3.0272,52.6565
19-Jul-19,4.111,4.631,5.1585,3.8231,4.1829,2.9073,3.1555,3.0317,52.6363
22-Jul-19,4.117,4.6189,5.1491,3.8145,4.1869,2.8996,3.1526,3.0254,52.7422
23-Jul-19,4.12,4.6128,5.1348,3.8138,4.1866,2.8943,3.1383,3.0227,52.7495
24-Jul-19,4.123,4.5951,5.1261,3.8119,4.1803,2.8783,3.1387,3.0203,52.7751
25-Jul-19,4.12,4.5884,5.1393,3.8095,4.1836,2.8725,3.1376,3.0192,52.7191
26-Jul-19,4.1215,4.5955,5.1304,3.7948,4.1614,2.8628,3.1321,3.0132,52.739
29-Jul-19,4.122,4.5878,5.0973,3.7973,4.1523,2.8467,3.131,3.0055,52.7461
31-Jul-19,4.13,4.607,5.02,3.8043,4.1683,2.8472,3.1433,3.0164,52.7755
1-Aug-19,4.146,4.5801,5.0274,3.7957,4.1589,2.84,3.1388,3.0129,52.9664
2-Aug-19,4.156,4.6032,5.0263,3.8827,4.2018,2.829,3.1442,3.0201,53.1505
5-Aug-19,4.1775,4.6479,5.0752,3.9425,4.2671,2.8344,3.1581,3.0221,53.3573
6-Aug-19,4.192,4.7009,5.0991,3.9365,4.307,2.8472,3.1782,3.0346,53.4742
7-Aug-19,4.198,4.7081,5.1056,3.9585,4.303,2.8139,3.1557,3.0354,53.5568
8-Aug-19,4.184,4.6911,5.0915,3.9386,4.29,2.8347,3.1523,3.0295,53.3708
9-Aug-19,4.189,4.6904,5.0842,3.9526,4.303,2.8519,3.1694,3.0322,53.412
13-Aug-19,4.195,4.6938,5.0621,3.9778,4.315,2.8367,3.1672,3.0239,53.4729
14-Aug-19,4.188,4.6788,5.0491,3.9379,4.2919,2.8466,3.1682,3.0256,53.3796
15-Aug-19,4.195,4.6774,5.0575,3.962,4.3096,2.845,3.1544,3.0212,53.5063
16-Aug-19,4.185,4.6474,5.0601,3.9407,4.2783,2.8425,3.144,3.0173,53.3706
19-Aug-19,4.17,4.6258,5.0686,3.921,4.2573,2.8285,3.1412,3.0117,53.161
20-Aug-19,4.183,4.6385,5.0761,3.9248,4.2649,2.8361,3.1409,3.02,53.3206
21-Aug-19,4.176,4.6337,5.0784,3.9222,4.2669,2.8326,3.1384,3.018,53.2483
22-Aug-19,4.182,4.6374,5.0719,3.929,4.2569,2.8295,3.1422,3.0184,53.3228
23-Aug-19,4.192,4.6401,5.1285,3.9339,4.2558,2.833,3.1471,3.0237,53.4796
26-Aug-19,4.207,4.6883,5.1641,3.9903,4.3118,2.8368,3.1651,3.0292,53.6429
27-Aug-19,4.209,4.6737,5.1396,3.9839,4.3028,2.8461,3.18,3.0294,53.6609
28-Aug-19,4.212,4.6711,5.169,3.98,4.2892,2.838,3.1662,3.0331,53.6848
29-Aug-19,4.227,4.6861,5.1591,3.9919,4.3119,2.8443,3.1746,3.0445,53.8883
30-Aug-19,4.224,4.6654,5.1431,3.9673,4.277,2.8373,3.1759,3.0421,53.848
3-Sep-19,4.227,4.6226,5.0872,3.9765,4.2602,2.8308,3.1684,3.0327,53.889
4-Sep-19,4.215,4.6272,5.1044,3.9779,4.2722,2.8586,3.1632,3.0337,53.7347
5-Sep-19,4.195,4.6267,5.1347,3.9338,4.2632,2.861,3.1732,3.0322,53.5097
6-Sep-19,4.179,4.6115,5.151,3.9034,4.2332,2.8509,3.1638,3.0195,53.3151
10-Sep-19,4.173,4.6091,5.1495,3.8851,4.2054,2.861,3.1688,3.0237,53.2277
11-Sep-19,4.182,4.6215,5.1664,3.8823,4.2166,2.8705,3.1826,3.0326,53.3371
12-Sep-19,4.175,4.5979,5.149,3.8629,4.2027,2.8732,3.1677,3.0344,53.3185
13-Sep-19,4.167,4.6129,5.1421,3.8526,4.2099,2.864,3.154,3.0339,53.264
17-Sep-19,4.181,4.6037,5.1903,3.8659,4.2164,2.8606,3.1555,3.0381,53.4566
18-Sep-19,4.187,4.6333,5.2279,3.8697,4.214,2.8677,3.1593,3.0442,53.4847
19-Sep-19,4.2,4.6355,5.2374,3.8947,4.2148,2.8526,3.1607,3.0463,53.6693
20-Sep-19,4.1815,4.6235,5.2478,3.8753,4.2178,2.8422,3.1516,3.04,53.3736
23-Sep-19,4.165,4.5911,5.2025,3.8672,4.202,2.8239,3.1377,3.0273,53.1358
24-Sep-19,4.179,4.5936,5.1937,3.8864,4.2182,2.8309,3.1516,3.0335,53.3192
25-Sep-19,4.187,4.6074,5.2195,3.9018,4.243,2.8413,3.1593,3.0422,53.4138
26-Sep-19,4.1955,4.5999,5.1936,3.897,4.2345,2.8353,3.1655,3.0435,53.5236
27-Sep-19,4.196,4.5845,5.1753,3.8971,4.2235,2.8361,3.1625,3.0362,53.517
30-Sep-19,4.189,4.5803,5.1479,3.8809,4.2258,2.8309,3.1649,3.0331,53.4284
1-Oct-19,4.194,4.5673,5.1532,3.874,4.1986,2.8272,3.166,3.031,53.5072
2-Oct-19,4.192,4.5848,5.1486,3.8865,4.2203,2.8162,3.1729,3.0287,53.4653
3-Oct-19,4.191,4.5925,5.1574,3.9117,4.2007,2.8151,3.1452,3.0315,53.4478
4-Oct-19,4.1855,4.5953,5.1674,3.9205,4.1905,2.8281,3.1399,3.035,53.3722
7-Oct-19,4.195,4.6057,5.175,3.9272,4.214,2.832,3.1499,3.0379,53.4838
8-Oct-19,4.193,4.6022,5.1557,3.9052,4.2132,2.829,3.1543,3.0377,53.459
9-Oct-19,4.1995,4.6043,5.1301,3.9189,4.2278,2.8313,3.1537,3.0394,53.5364
10-Oct-19,4.1945,4.6098,5.1295,3.9033,4.2185,2.8317,3.1502,3.0443,53.4801
11-Oct-19,4.187,4.6124,5.2078,3.8779,4.1992,2.8396,3.151,3.0484,53.3974
14-Oct-19,4.181,4.6125,5.2702,3.8609,4.1986,2.8385,3.1657,3.0561,53.3039
15-Oct-19,4.1905,4.6238,5.288,3.8693,4.2061,2.8407,3.1677,3.0614,53.4162
16-Oct-19,4.195,4.6279,5.3511,3.8603,4.2055,2.8245,3.1759,3.058,53.4756
17-Oct-19,4.19,4.6417,5.3724,3.8522,4.2187,2.8433,3.1745,3.0617,53.4125
18-Oct-19,4.19,4.6631,5.3858,3.86,4.2456,2.863,3.19,3.07,53.4241
21-Oct-19,4.1865,4.6726,5.4069,3.8596,4.249,2.874,3.1885,3.074,53.3911
22-Oct-19,4.186,4.6678,5.4326,3.8531,4.2437,2.8783,3.2003,3.0755,53.3752
23-Oct-19,4.1955,4.6646,5.3908,3.8743,4.2379,2.8693,3.201,3.0759,53.4997
24-Oct-19,4.1855,4.6614,5.4056,3.8541,4.2269,2.8666,3.2004,3.074,53.3994
25-Oct-19,4.19,4.6522,5.3816,3.8564,4.2208,2.858,3.2056,3.0732,53.4623
29-Oct-19,4.183,4.6419,5.3747,3.8394,4.207,2.8645,3.2039,3.071,53.3505
30-Oct-19,4.186,4.6511,5.3845,3.8464,4.2104,2.872,3.1976,3.0725,53.3942
31-Oct-19,4.179,4.6679,5.4047,3.8477,4.2362,2.8956,3.1775,3.0723,53.3315
1-Nov-19,4.174,4.6603,5.4099,3.8641,4.2341,2.8838,3.1744,3.0723,53.2629
4-Nov-19,4.154,4.64,5.3744,3.8388,4.2121,2.875,3.1635,3.0625,53.005
5-Nov-19,4.153,4.6206,5.3511,3.8171,4.1988,2.8668,3.1572,3.0586,52.9997
6-Nov-19,4.138,4.5837,5.331,3.796,4.1697,2.8544,3.1441,3.0478,52.8264
7-Nov-19,4.148,4.5873,5.3273,3.8171,4.1806,2.8484,3.1436,3.0502,53.0001
8-Nov-19,4.135,4.5708,5.3002,3.7866,4.1583,2.8469,3.1371,3.044,52.8421
11-Nov-19,4.143,4.5668,5.2997,3.7992,4.1567,2.8404,3.132,3.0443,52.9078
12-Nov-19,4.146,4.5743,5.3313,3.7988,4.1706,2.8379,3.1314,3.0465,52.9752
13-Nov-19,4.155,4.5759,5.3388,3.8105,4.1906,2.8412,3.137,3.0493,53.0597
14-Nov-19,4.16,4.5781,5.3419,3.827,4.205,2.8288,3.1382,3.0521,53.146
15-Nov-19,4.151,4.5769,5.3473,3.8233,4.1972,2.8218,3.1395,3.0511,53.0174
18-Nov-19,4.156,4.599,5.3741,3.8192,4.2014,2.8323,3.1444,3.0554,53.0827
19-Nov-19,4.1625,4.61,5.3917,3.8336,4.2054,2.8293,3.1527,3.0593,53.167
20-Nov-19,4.161,4.6087,5.3719,3.8364,4.2022,2.8366,3.1335,3.0573,53.1628
21-Nov-19,4.175,4.6251,5.3987,3.8472,4.2146,2.8386,3.1382,3.0647,53.3369
22-Nov-19,4.17,4.6137,5.3847,3.8387,4.1977,2.831,3.1401,3.0619,53.301
25-Nov-19,4.178,4.6046,5.3666,3.8418,4.1923,2.8394,3.1428,3.0644,53.3923
26-Nov-19,4.182,4.6065,5.3935,3.8378,4.1975,2.8362,3.1422,3.0635,53.4325
27-Nov-19,4.185,4.6098,5.3802,3.8363,4.1951,2.8391,3.1518,3.0655,53.4578
28-Nov-19,4.176,4.5965,5.3987,3.8158,4.1819,2.8255,3.1429,3.0578,53.3415
29-Nov-19,4.173,4.5957,5.3894,3.8113,4.1809,2.8264,3.1409,3.0551,53.3154
2-Dec-19,4.181,4.607,5.3989,3.8117,4.1818,2.8335,3.1462,3.0567,53.4047
3-Dec-19,4.1745,4.6241,5.4018,3.8242,4.2077,2.8558,3.138,3.0582,53.3155
4-Dec-19,4.183,4.6348,5.4379,3.8532,4.2381,2.8574,3.1484,3.0665,53.4357
5-Dec-19,4.175,4.6284,5.4759,3.8359,4.2274,2.8549,3.167,3.0642,53.3308
6-Dec-19,4.164,4.6254,5.4802,3.8318,4.2193,2.8482,3.1586,3.0611,53.1889
9-Dec-19,4.165,4.6044,5.4745,3.8362,4.2032,2.8455,3.1406,3.062,53.2017
10-Dec-19,4.163,4.6076,5.4752,3.833,4.214,2.8446,3.1457,3.0613,53.1911
11-Dec-19,4.166,4.6213,5.4741,3.8315,4.232,2.8395,3.1482,3.0648,53.26
12-Dec-19,4.157,4.633,5.4976,3.8289,4.2328,2.8625,3.1591,3.0659,53.2655
13-Dec-19,4.144,4.6322,5.5869,3.7821,4.208,2.8718,3.1494,3.0662,53.0989
16-Dec-19,4.142,4.6113,5.5466,3.7868,4.2098,2.8497,3.1448,3.058,53.1591
17-Dec-19,4.143,4.619,5.5094,3.7825,4.2164,2.8454,3.1472,3.0596,53.1829
18-Dec-19,4.145,4.615,5.4308,3.7868,4.227,2.8373,3.1478,3.0568,53.2304
19-Dec-19,4.143,4.6116,5.4224,3.7815,4.2288,2.8496,3.1585,3.0562,53.1733
20-Dec-19,4.1425,4.6048,5.3948,3.789,4.2314,2.8567,3.1545,3.0565,53.1131
23-Dec-19,4.146,4.5946,5.3944,3.7901,4.2229,2.8636,3.1517,3.0571,53.2043
24-Dec-19,4.145,4.5964,5.3657,3.7892,4.2205,2.8667,3.1514,3.0568,53.2338
26-Dec-19,4.137,4.5883,5.3723,3.7767,4.2167,2.8661,3.1455,3.0543,53.1195
27-Dec-19,4.133,4.5959,5.3737,3.7765,4.2182,2.8753,3.1542,3.0536,53.0859
30-Dec-19,4.115,4.6092,5.3985,3.7704,4.2318,2.8764,3.1492,3.0509,52.8363
31-Dec-19,4.094,4.5877,5.375,3.767,4.2306,2.8674,3.1369,3.0402,52.5944
2-Jan-20,4.088,4.5843,5.4007,3.7612,4.2205,2.8645,3.1482,3.036,52.4836
3-Jan-20,4.101,4.5825,5.3875,3.7909,4.2296,2.858,3.1563,3.0412,52.6863
6-Jan-20,4.1095,4.5891,5.3765,3.8037,4.2318,2.8532,3.1665,3.0436,52.8471
7-Jan-20,4.097,4.5862,5.3974,3.7771,4.2281,2.8421,3.1603,3.0398,52.7149
8-Jan-20,4.1055,4.5801,5.3913,3.7888,4.2338,2.8213,3.1625,3.0404,52.7991
9-Jan-20,4.0925,4.5496,5.3644,3.7481,4.2017,2.8128,3.1403,3.0308,52.6333
10-Jan-20,4.085,4.538,5.3391,3.7296,4.1984,2.8064,3.1272,3.0248,52.6065
13-Jan-20,4.066,4.5255,5.3021,3.7095,4.1801,2.8125,3.1169,3.0206,52.3369
14-Jan-20,4.063,4.525,5.2782,3.6916,4.1839,2.8043,3.1115,3.0177,52.2734
15-Jan-20,4.0805,4.542,5.3161,3.7136,4.2184,2.8147,3.1247,3.0284,52.4681
16-Jan-20,4.07,4.5397,5.3105,3.7024,4.2207,2.8107,3.1202,3.0229,52.3735
17-Jan-20,4.064,4.5245,5.3141,3.6878,4.2092,2.8025,3.1147,3.0186,52.2963
20-Jan-20,4.059,4.5047,5.2787,3.6843,4.1936,2.7942,3.1068,3.014,52.2549
21-Jan-20,4.0705,4.5183,5.2973,3.7018,4.2077,2.7948,3.118,3.0179,52.3699
22-Jan-20,4.075,4.5159,5.3134,3.7042,4.2023,2.7885,3.1143,3.0192,52.4305
23-Jan-20,4.067,4.5079,5.3412,3.7104,4.2014,2.7944,3.0897,3.0159,52.3168
24-Jan-20,4.066,4.4937,5.3358,3.7146,4.1948,2.7848,3.0972,3.0121,52.3174
28-Jan-20,4.085,4.5025,5.3338,3.7481,4.2105,2.7611,3.0975,3.0085,52.5159
29-Jan-20,4.08,4.4941,5.3118,3.7366,4.1889,2.765,3.1017,3.0057,52.4813
30-Jan-20,4.09,4.5055,5.324,3.7568,4.2074,2.7554,3.0983,3.0005,52.637
31-Jan-20,4.09,4.5092,5.3563,3.7499,4.2143,2.746,3.0973,3.0036,52.6485
3-Feb-20,4.117,4.5625,5.4176,3.7934,4.2712,2.7559,3.1095,3.0095,53.0138
4-Feb-20,4.119,4.5552,5.3555,3.7897,4.2613,2.7667,3.0996,3.005,53.0177
5-Feb-20,4.1225,4.5496,5.3696,3.7672,4.2522,2.7782,3.102,2.9865,53.0867
6-Feb-20,4.123,4.5345,5.3545,3.7519,4.2335,2.7838,3.1033,2.9767,53.1095
7-Feb-20,4.1365,4.5435,5.3522,3.7639,4.246,2.7801,3.1139,2.986,53.3027
10-Feb-20,4.147,4.5422,5.3484,3.7782,4.2446,2.7785,3.119,2.985,53.3994
11-Feb-20,4.142,4.5206,5.3506,3.7699,4.2339,2.7797,3.1138,2.985,53.346
12-Feb-20,4.136,4.5149,5.3607,3.7662,4.2416,2.7835,3.1142,2.9852,53.2605
13-Feb-20,4.141,4.5017,5.3643,3.7697,4.2355,2.7832,3.1258,2.9854,53.3016
14-Feb-20,4.143,4.4877,5.4037,3.7719,4.228,2.7853,3.1247,2.9814,53.3335
17-Feb-20,4.14,4.4873,5.401,3.7705,4.2155,2.7833,3.1276,2.978,53.3045
18-Feb-20,4.151,4.4968,5.3988,3.784,4.2348,2.7778,3.1335,2.9855,53.442
19-Feb-20,4.161,4.4935,5.4089,3.7814,4.2317,2.7866,3.1416,2.992,53.5549
20-Feb-20,4.186,4.52,5.4037,3.759,4.2567,2.7782,3.1635,2.9887,53.8455
21-Feb-20,4.193,4.5251,5.4069,3.7437,4.2629,2.7695,3.1631,2.9959,53.8482
24-Feb-20,4.224,4.5721,5.4637,3.7866,4.3084,2.7916,3.1846,3.0148,54.2039
25-Feb-20,4.227,4.5918,5.4693,3.8139,4.3186,2.7987,3.1823,3.0269,54.2723
26-Feb-20,4.241,4.6095,5.5112,3.8387,4.34,2.8003,3.1942,3.0338,54.4374
27-Feb-20,4.225,4.6078,5.4612,3.8332,4.3373,2.7708,3.1674,3.025,54.1965
28-Feb-20,4.229,4.6468,5.4448,3.8748,4.3643,2.7645,3.1468,3.0266,54.236
2-Mar-20,4.203,4.6456,5.3954,3.8838,4.3609,2.7437,3.1488,3.0229,54.003
3-Mar-20,4.207,4.6845,5.3749,3.8954,4.3896,2.756,3.1556,3.0255,54.0634
4-Mar-20,4.185,4.6717,5.3631,3.8959,4.373,2.7646,3.1339,3.0182,53.879
5-Mar-20,4.168,4.6427,5.3646,3.8841,4.3598,2.7596,3.1114,3.0066,53.6229
6-Mar-20,4.19,4.7075,5.4302,3.9599,4.4367,2.7641,3.1241,3.0242,53.9184
9-Mar-20,4.211,4.8085,5.5093,4.1103,4.5524,2.746,3.0895,3.0499,54.2103
10-Mar-20,4.229,4.8194,5.5243,4.0789,4.5385,2.7827,3.1004,3.0532,54.4315
11-Mar-20,4.238,4.8021,5.4751,4.0466,4.5292,2.7615,3.0957,3.0494,54.5536
12-Mar-20,4.256,4.8152,5.4583,4.1176,4.5621,2.7498,3.0867,3.0426,54.7677
13-Mar-20,4.297,4.8195,5.3957,4.0947,4.5558,2.7037,3.084,3.0428,55.2647
16-Mar-20,4.303,4.7879,5.3121,4.026,4.5314,2.6545,3.1078,3.0343,55.4189
17-Mar-20,4.332,4.8436,5.3136,4.068,4.5687,2.6534,3.098,3.0492,55.7744
18-Mar-20,4.363,4.8124,5.2875,4.0734,4.5519,2.6265,3.0769,3.0568,56.1989
19-Mar-20,4.409,4.8058,5.073,4.0346,4.5463,2.4505,3.0094,3.0361,56.7702
20-Mar-20,4.409,4.7339,5.1277,4.002,4.4962,2.5872,3.062,3.0417,56.839
23-Mar-20,4.449,4.7671,5.184,4.0346,4.5241,2.5617,3.0832,3.0498,57.3443
24-Mar-20,4.44,4.7961,5.1642,4.0258,4.532,2.6307,3.0791,3.0526,57.249
25-Mar-20,4.4,4.7568,5.1946,3.9604,4.4903,2.6325,3.0585,3.0414,56.7383
26-Mar-20,4.37,4.772,5.1841,3.9483,4.489,2.5857,3.0703,3.0184,56.3558
27-Mar-20,4.268,4.7298,5.2471,3.9376,4.4491,2.6107,3.0486,2.9915,55.0589
30-Mar-20,4.365,4.8369,5.4034,4.0661,4.5712,2.6801,3.1065,3.0619,56.2964
31-Mar-20,4.31,4.7531,5.3207,3.9767,4.4924,2.6619,3.0399,3.0258,55.5849
1-Apr-20,4.335,4.7772,5.3667,4.0221,4.51,2.6556,3.0734,3.0447,55.916
2-Apr-20,4.391,4.8038,5.4391,4.0873,4.5371,2.671,3.0979,3.0595,56.6413
3-Apr-20,4.365,4.7352,5.4013,4.0424,4.4857,2.6482,3.0826,3.0497,56.3117
6-Apr-20,4.38,4.7374,5.3598,4.0239,4.4822,2.6372,3.0886,3.0417,56.4935
7-Apr-20,4.355,4.7104,5.3418,4.0039,4.4612,2.6626,3.0884,3.0427,56.1718
8-Apr-20,4.3445,4.719,5.3494,3.9913,4.4706,2.6636,3.0935,3.0415,56.0465
9-Apr-20,4.345,4.7226,5.3869,3.9884,4.4729,2.7108,3.0985,3.05,56.0392
10-Apr-20,4.313,4.7201,5.3766,3.9799,4.468,2.7349,3.088,3.0526,55.6294
13-Apr-20,4.327,4.732,5.3958,4.0046,4.4825,2.742,3.1013,3.0543,55.8164
14-Apr-20,4.328,4.7383,5.4386,4.0219,4.4892,2.7825,3.122,3.0604,55.83
15-Apr-20,4.335,4.759,5.4664,4.048,4.5128,2.7787,3.1196,3.0658,55.9247
16-Apr-20,4.378,4.7611,5.4594,4.0552,4.5246,2.7498,3.1017,3.065,56.4852
17-Apr-20,4.37,4.7493,5.4599,4.0553,4.5135,2.7793,3.115,3.069,56.3747
20-Apr-20,4.393,4.7721,5.4803,4.074,4.5368,2.7869,3.1216,3.0891,56.6809
21-Apr-20,4.397,4.7663,5.4554,4.0887,4.5325,2.7723,3.1061,3.0841,56.7369
22-Apr-20,4.4,4.7744,5.4072,4.085,4.5361,2.7746,3.0949,3.0778,56.7757
23-Apr-20,4.37,4.7244,5.3865,4.0546,4.4926,2.7544,3.0818,3.063,56.3827
24-Apr-20,4.37,4.7078,5.3996,4.0591,4.4752,2.7793,3.1072,3.0656,56.3827
27-Apr-20,4.358,4.7206,5.4061,4.0596,4.478,2.8052,3.0976,3.0658,56.2323
28-Apr-20,4.376,4.7375,5.4341,4.079,4.4854,2.8203,3.1135,3.0797,56.4594
29-Apr-20,4.365,4.7352,5.4462,4.0978,4.488,2.853,3.1299,3.0848,56.3226
30-Apr-20,4.33,4.7041,5.3973,4.0646,4.4428,2.8392,3.1225,3.0696,55.8688
4-May-20,4.342,4.7523,5.4106,4.0671,4.5074,2.7797,3.0781,3.0647,56.015
5-May-20,4.315,4.7055,5.3782,4.0471,4.4692,2.784,3.0677,3.0525,55.6444
6-May-20,4.316,4.6772,5.3665,4.0579,4.439,2.7752,3.0712,3.0452,55.6788
8-May-20,4.31,4.6759,5.3422,4.0523,4.436,2.8166,3.0925,3.0533,55.6072
12-May-20,4.35,4.7019,5.3614,4.0507,4.4712,2.8092,3.0974,3.0671,56.1254
13-May-20,4.342,4.7115,5.3276,4.0504,4.4791,2.8114,3.0897,3.064,56.0215
14-May-20,4.339,4.6905,5.2997,4.0589,4.4603,2.7943,3.078,3.0535,55.9842
15-May-20,4.348,4.6989,5.3093,4.0556,4.4677,2.8075,3.0958,3.054,56.0924
18-May-20,4.359,4.7182,5.2787,4.0693,4.4883,2.8081,3.097,3.0579,56.2336
19-May-20,4.354,4.7502,5.3088,4.0555,4.4822,2.8379,3.1196,3.0688,56.1748
20-May-20,4.36,4.7707,5.3462,4.0453,4.4953,2.8554,3.1313,3.0778,56.2559
21-May-20,4.355,4.7748,5.3118,4.0459,4.5069,2.8573,3.1248,3.0764,56.1921
22-May-20,4.366,4.7747,5.3331,4.0595,4.4941,2.858,3.1197,3.0755,56.313
27-May-20,4.363,4.7836,5.3752,4.0578,4.5161,2.8996,3.1666,3.0764,56.2822
28-May-20,4.365,4.8072,5.3493,4.0499,4.5079,2.8818,3.1697,3.0735,56.2964
29-May-20,4.351,4.8261,5.3643,4.0516,4.5182,2.8908,3.1589,3.0767,56.1224
1-Jun-20,4.326,4.817,5.359,4.0197,4.5034,2.9071,3.1505,3.0718,55.8021
2-Jun-20,4.295,4.7795,5.3632,3.9876,4.4684,2.9163,3.1702,3.0552,55.4129
3-Jun-20,4.267,4.7833,5.3717,3.9302,4.4411,2.9622,3.1605,3.0559,55.0574
4-Jun-20,4.277,4.7984,5.3638,3.9278,4.4492,2.9516,3.1651,3.0513,55.1871
5-Jun-20,4.2695,4.842,5.3796,3.9098,4.4674,2.9694,3.1635,3.0612,55.0903
9-Jun-20,4.265,4.8143,5.4225,3.9458,4.4515,2.9842,3.1857,3.0694,55.0308
