Date,USD,EUR,GBP,JPY100,CHF,AUD,CAD,SGD,HKD100
10-Jun-20,4.27,4.8439,5.4408,3.9662,4.491,2.9779,3.188,3.0775,55.0961
11-Jun-20,4.258,4.8367,5.403,3.9806,4.5096,2.9525,3.1632,3.066,54.9384
12-Jun-20,4.27,4.8234,5.3674,3.9884,4.5238,2.9198,3.1351,3.068,55.0939
15-Jun-20,4.276,4.8165,5.3548,3.9903,4.494,2.9218,3.14,3.0688,55.1735
16-Jun-20,4.266,4.8376,5.4029,3.971,4.4948,2.9687,3.1537,3.0715,55.0445
17-Jun-20,4.281,4.8234,5.3739,3.9912,4.5044,2.9406,3.1575,3.0701,55.2373
18-Jun-20,4.278,4.8132,5.371,4.0037,4.507,2.9403,3.1539,3.0733,55.2007
19-Jun-20,4.283,4.8042,5.3263,4.0065,4.5065,2.9407,3.1509,3.0736,55.2631
22-Jun-20,4.277,4.7872,5.2915,4.0017,4.496,2.9336,3.1479,3.0653,55.185
23-Jun-20,4.28,4.8244,5.3393,3.9937,4.5191,2.9592,3.1619,3.0716,55.2251
24-Jun-20,4.28,4.8441,5.3556,4.018,4.5339,2.972,3.1584,3.0849,55.2258
25-Jun-20,4.282,4.8147,5.3135,3.9929,4.5121,2.9392,3.1388,3.0761,55.2523
26-Jun-20,4.281,4.805,5.3204,3.9957,4.5163,2.9505,3.1395,3.0783,55.2373
29-Jun-20,4.288,4.8197,5.3038,4.0022,4.5275,2.948,3.1391,3.0765,55.3262
30-Jun-20,4.283,4.8137,5.2694,3.976,4.5013,2.948,3.1352,3.0742,55.2624
1-Jul-20,4.284,4.8105,5.2993,3.9785,4.5238,2.956,3.156,3.0736,55.2746
2-Jul-20,4.289,4.8311,5.3561,3.9913,4.5348,2.9676,3.1532,3.0781,55.3391
3-Jul-20,4.29,4.8245,5.3488,3.9914,4.5387,2.9747,3.1642,3.0764,55.3534
6-Jul-20,4.287,4.8379,5.3562,3.9812,4.5461,2.9863,3.1664,3.0808,55.3161
7-Jul-20,4.277,4.8377,5.348,3.9831,4.5374,2.9794,3.1569,3.0723,55.1871
8-Jul-20,4.282,4.8301,5.3782,3.9796,4.5432,2.973,3.1488,3.0693,55.2509
9-Jul-20,4.2675,4.8496,5.3894,3.9794,4.5554,2.983,3.1609,3.0693,55.0645
10-Jul-20,4.27,4.8149,5.3764,3.9903,4.5339,2.9655,3.1413,3.0644,55.0954
13-Jul-20,4.263,4.8296,5.3961,3.9908,4.538,2.9717,3.1408,3.0711,55.0015
14-Jul-20,4.274,4.848,5.3652,3.9892,4.5381,2.9666,3.1394,3.0682,55.1441
15-Jul-20,4.268,4.8655,5.3649,3.9787,4.539,2.9846,3.1378,3.0687,55.0703
16-Jul-20,4.27,4.8708,5.364,3.9921,4.5171,2.986,3.1618,3.0691,55.079
17-Jul-20,4.272,4.8675,5.3712,3.984,4.523,2.9857,3.1472,3.0712,55.1013
20-Jul-20,4.2665,4.8728,5.3425,3.9744,4.5412,2.9802,3.1399,3.0672,55.0268
21-Jul-20,4.265,4.8817,5.4038,3.9785,4.544,2.9957,3.1572,3.0686,55.0259
22-Jul-20,4.256,4.9118,5.4158,3.9843,4.566,3.0384,3.1662,3.0774,54.909
23-Jul-20,4.255,4.9264,5.4196,3.9722,4.5841,3.0406,3.1747,3.0749,54.8919
24-Jul-20,4.267,4.9557,5.4387,4.0111,4.6175,3.0283,3.1829,3.0806,55.046
27-Jul-20,4.254,4.9819,5.4634,4.0299,4.638,3.0365,3.1796,3.0851,54.879
28-Jul-20,4.25,4.9831,5.4638,4.0261,4.6095,3.0328,3.1792,3.0815,54.8352
29-Jul-20,4.251,4.986,5.4936,4.0466,4.6358,3.0484,3.1802,3.0854,54.8509
30-Jul-20,4.245,4.9998,5.5126,4.0413,4.6536,3.0479,3.1819,3.0873,54.7742
3-Aug-20,4.236,4.9875,5.5466,4.0034,4.631,3.0237,3.1605,3.0796,54.6567
4-Aug-20,4.22,4.9669,5.5185,3.977,4.599,3.0072,3.1514,3.0673,54.4516
5-Aug-20,4.203,4.9663,5.5009,3.9809,4.6065,3.022,3.164,3.0656,54.2316
6-Aug-20,4.189,4.9744,5.501,3.9695,4.6124,3.0165,3.1584,3.0588,54.0509
7-Aug-20,4.2,4.9682,5.5045,3.978,4.6007,3.024,3.1425,3.0614,54.1928
10-Aug-20,4.198,4.952,5.4885,3.9682,4.5975,3.0079,3.1389,3.0591,54.1663
11-Aug-20,4.2,4.9358,5.4978,3.9611,4.5907,3.016,3.152,3.0603,54.1928
12-Aug-20,4.201,4.9248,5.4726,3.9361,4.5708,2.992,3.1508,3.0564,54.2016
13-Aug-20,4.192,4.9508,5.4743,3.9288,4.602,3.0057,3.1662,3.0576,54.0882
14-Aug-20,4.205,4.9665,5.4913,3.9332,4.6173,3.0053,3.1793,3.0629,54.256
17-Aug-20,4.19,4.9702,5.4889,3.9339,4.6095,3.0101,3.1615,3.0591,54.0631
18-Aug-20,4.19,4.9811,5.5019,3.9663,4.6278,3.0256,3.1766,3.0649,54.0638
19-Aug-20,4.185,4.9935,5.5405,3.9646,4.631,3.0287,3.1791,3.0655,53.9993
21-Aug-20,4.18,4.9633,5.5314,3.9561,4.6106,3.0092,3.1746,3.0591,53.9348
24-Aug-20,4.183,4.9318,5.4743,3.9529,4.5846,2.9984,3.1757,3.0484,53.9728
25-Aug-20,4.174,4.9282,5.47,3.9392,4.5803,2.9953,3.1564,3.0487,53.8567
26-Aug-20,4.172,4.9317,5.4799,3.9199,4.5892,3.0001,3.1666,3.049,53.833
27-Aug-20,4.174,4.9395,5.5139,3.9392,4.6,3.0216,3.1751,3.057,53.8567
28-Aug-20,4.176,4.9532,5.5328,3.9079,4.6072,3.0443,3.1878,3.0618,53.8839
1-Sep-20,4.15,4.9767,5.5652,3.9269,4.607,3.0731,3.1903,3.0582,53.5484
2-Sep-20,4.152,4.943,5.555,3.9155,4.5586,3.053,3.1775,3.0511,53.577
3-Sep-20,4.145,4.9006,5.524,3.9012,4.545,3.0333,3.1724,3.0424,53.4839
4-Sep-20,4.15,4.9173,5.5116,3.9085,4.5614,3.0187,3.1617,3.0403,53.5477
7-Sep-20,4.151,4.9144,5.4976,3.9061,4.5436,3.0252,3.1735,3.0415,53.5613
8-Sep-20,4.169,4.9232,5.4818,3.923,4.5449,3.0342,3.1803,3.048,53.7922
9-Sep-20,4.175,4.9186,5.4129,3.9409,4.5499,3.0148,3.1536,3.0448,53.871
10-Sep-20,4.168,4.9278,5.4167,3.9284,4.5747,3.0314,3.1686,3.0483,53.7793
11-Sep-20,4.159,4.9218,5.3356,3.9177,4.5723,3.0261,3.1575,3.0415,53.6638
14-Sep-20,4.151,4.9181,5.3228,3.9135,4.5686,3.0228,3.1538,3.0386,53.5599
15-Sep-20,4.136,4.9177,5.3181,3.9133,4.5606,3.0267,3.1448,3.0387,53.3677
17-Sep-20,4.15,4.8787,5.3593,3.9505,4.545,3.0146,3.1366,3.0461,53.5484
18-Sep-20,4.13,4.8945,5.3529,3.9405,4.547,3.0248,3.1385,3.0457,53.2903
21-Sep-20,4.113,4.8817,5.3309,3.9446,4.5208,3.0103,3.1221,3.0361,53.071
22-Sep-20,4.139,4.8708,5.307,3.96,4.527,2.99,3.1113,3.0389,53.4065
23-Sep-20,4.144,4.8414,5.2728,3.9429,4.5014,2.9551,3.1113,3.033,53.4703
24-Sep-20,4.166,4.8563,5.2971,3.9514,4.515,2.937,3.109,3.0311,53.7562
25-Sep-20,4.173,4.8682,5.3197,3.9592,4.5026,2.9461,3.1261,3.0347,53.8438
28-Sep-20,4.169,4.8498,5.3251,3.9573,4.491,2.9425,3.1149,3.0316,53.7949
29-Sep-20,4.167,4.865,5.3588,3.9505,4.5112,2.9523,3.1146,3.0389,53.7705
30-Sep-20,4.161,4.8813,5.3419,3.9407,4.5169,2.9614,3.1034,3.0392,53.6903
1-Oct-20,4.151,4.8749,5.3697,3.9361,4.5144,2.9796,3.1225,3.045,53.5606
2-Oct-20,4.163,4.8782,5.3549,3.9411,4.5211,2.9807,3.1305,3.0485,53.7154
5-Oct-20,4.162,4.882,5.386,3.9447,4.5402,2.9883,3.1347,3.0556,53.7032
6-Oct-20,4.152,4.8965,5.3939,3.9296,4.5402,2.9857,3.1331,3.0554,53.5742
7-Oct-20,4.162,4.8824,5.3623,3.9379,4.5328,2.9625,3.1251,3.0567,53.7032
8-Oct-20,4.158,4.8944,5.3767,3.9234,4.5373,2.9701,3.1365,3.0596,53.6523
9-Oct-20,4.15,4.8887,5.378,3.921,4.534,2.9809,3.148,3.0598,53.5484
12-Oct-20,4.141,4.8942,5.397,3.9255,4.5476,2.9935,3.1536,3.0577,53.4323
13-Oct-20,4.16,4.9076,5.4263,3.9472,4.5729,2.986,3.1686,3.0613,53.6774
14-Oct-20,4.148,4.8722,5.3659,3.9344,4.5333,2.9745,3.1573,3.0525,53.5219
15-Oct-20,4.15,4.8771,5.4004,3.9426,4.5455,2.9598,3.1559,3.0569,53.5484
16-Oct-20,4.157,4.8649,5.3613,3.95,4.5447,2.9432,3.1407,3.0546,53.6387
19-Oct-20,4.149,4.8581,5.3647,3.9357,4.5324,2.9404,3.1465,3.0561,53.5355
20-Oct-20,4.148,4.8851,5.3725,3.9303,4.5592,2.9239,3.146,3.057,53.5226
21-Oct-20,4.147,4.9138,5.382,3.9375,4.5768,2.9361,3.1671,3.0598,53.5097
22-Oct-20,4.152,4.9176,5.4507,3.9652,4.5813,2.9442,3.1521,3.0613,53.5742
23-Oct-20,4.149,4.8971,5.4219,3.9624,4.5744,2.952,3.1556,3.0534,53.5355
26-Oct-20,4.167,4.9321,5.4284,3.9735,4.6044,2.9644,3.1674,3.066,53.7677
27-Oct-20,4.167,4.9266,5.4317,3.9788,4.5948,2.9723,3.1606,3.0651,53.7677
28-Oct-20,4.167,4.9083,5.4317,3.9956,4.5852,2.9748,3.159,3.0651,53.7677
30-Oct-20,4.16,4.8643,5.381,3.9851,4.5534,2.9332,3.1281,3.051,53.6622
2-Nov-20,4.157,4.8392,5.3742,3.9715,4.5333,2.9161,3.1171,3.0412,53.6083
3-Nov-20,4.161,4.8484,5.3789,3.9735,4.5312,2.9323,3.1468,3.051,53.6813
4-Nov-20,4.167,4.8533,5.4163,3.9678,4.5491,2.9627,3.1485,3.0494,53.7546
5-Nov-20,4.155,4.8767,5.3845,3.9852,4.5609,2.982,3.1614,3.0608,53.5825
6-Nov-20,4.146,4.9031,5.4437,4.0101,4.5898,3.0075,3.1673,3.0711,53.4775
9-Nov-20,4.117,4.8968,5.4283,3.9836,4.5785,3.0013,3.1655,3.0644,53.0972
10-Nov-20,4.118,4.8724,5.4288,3.9234,4.5163,2.9971,3.166,3.0592,53.1115
11-Nov-20,4.126,4.8806,5.4756,3.9265,4.5127,3.0173,3.169,3.0663,53.2147
12-Nov-20,4.137,4.8717,5.4675,3.9299,4.5179,3.0101,3.1641,3.0669,53.3517
13-Nov-20,4.134,4.8798,5.4222,3.9398,4.5185,2.9864,3.1399,3.0624,53.3144
16-Nov-20,4.117,4.8807,5.4472,3.939,4.5162,3.0009,3.1406,3.0601,53.1013
17-Nov-20,4.108,4.8725,5.4324,3.9307,4.5029,3.0079,3.1436,3.0561,52.9846
18-Nov-20,4.1,4.8642,5.4341,3.9389,4.5005,2.9893,3.1298,3.0538,52.8862
19-Nov-20,4.097,4.8525,5.4195,3.9489,4.4943,2.9871,3.1303,3.0493,52.8468
20-Nov-20,4.093,4.8613,5.429,3.9428,4.4988,2.983,3.1299,3.047,52.7884
23-Nov-20,4.092,4.8584,5.4501,3.9441,4.4962,2.9941,3.1299,3.0496,52.7803
24-Nov-20,4.097,4.8537,5.4621,3.9183,4.4913,2.9978,3.1395,3.0497,52.8516
25-Nov-20,4.089,4.8696,5.4637,3.9133,4.4904,3.0095,3.1461,3.0481,52.7518
26-Nov-20,4.085,4.871,5.4678,3.9155,4.5029,3.0082,3.1421,3.0515,52.7036
27-Nov-20,4.075,4.8598,5.4487,3.9213,4.4998,3.0041,3.132,3.0447,52.5745
30-Nov-20,4.072,4.8742,5.4316,3.9184,4.5059,3.0088,3.1357,3.0452,52.5358
1-Dec-20,4.08,4.8789,5.4505,3.9069,4.4993,3.0061,3.1457,3.0468,52.6261
2-Dec-20,4.073,4.9222,5.4676,3.9021,4.5331,3.0071,3.1483,3.0484,52.5338
3-Dec-20,4.075,4.9413,5.456,3.9021,4.5592,3.02,3.154,3.0479,52.5684
4-Dec-20,4.066,4.9394,5.4692,3.916,4.5655,3.0202,3.162,3.05,52.455
7-Dec-20,4.073,4.9426,5.4688,3.9179,4.5733,3.0275,3.1858,3.0535,52.5501
8-Dec-20,4.071,4.9328,5.4393,3.9137,4.5695,3.0231,3.184,3.0458,52.5209
9-Dec-20,4.07,4.9341,5.4436,3.9082,4.5823,3.0244,3.1799,3.0485,52.506
10-Dec-20,4.065,4.917,5.4357,3.8929,4.5751,3.037,3.1758,3.0399,52.4394
11-Dec-20,4.056,4.9317,5.403,3.8989,4.5805,3.0671,3.1872,3.0416,52.3281
14-Dec-20,4.051,4.9151,5.3992,3.8959,4.5573,3.0536,3.1755,3.0365,52.2595
15-Dec-20,4.067,4.9426,5.4254,3.9053,4.5877,3.0576,3.1858,3.0439,52.4659
16-Dec-20,4.053,4.9297,5.4497,3.9152,4.5786,3.0616,3.1886,3.0446,52.2853
17-Dec-20,4.043,4.9373,5.4698,3.9123,4.5704,3.0682,3.1767,3.0463,52.1556
18-Dec-20,4.04,4.9482,5.4673,3.9072,4.567,3.0708,3.1699,3.0465,52.1102
21-Dec-20,4.048,4.9333,5.4065,3.916,4.5658,3.066,3.1499,3.0379,52.2147
22-Dec-20,4.058,4.9637,5.4426,3.9238,4.5807,3.0691,3.1545,3.0402,52.3404
23-Dec-20,4.063,4.9536,5.4473,3.9264,4.5775,3.0688,3.153,3.043,52.4089
24-Dec-20,4.062,4.9605,5.5056,3.9235,4.58,3.0839,3.1628,3.0571,52.3953
28-Dec-20,4.056,4.9544,5.5028,3.9166,4.5588,3.0878,3.1559,3.0565,52.3227
29-Dec-20,4.053,4.9621,5.4695,3.9107,4.5714,3.0799,3.1602,3.0504,52.2738
30-Dec-20,4.042,4.9656,5.4729,3.9114,4.5802,3.0901,3.1588,3.0513,52.1347
31-Dec-20,4.016,4.9369,5.4702,3.8926,4.5559,3.0923,3.1513,3.0383,51.8053
4-Jan-21,3.999,4.9008,5.4778,3.8852,4.5253,3.0864,3.1496,3.036,51.5807
5-Jan-21,4.009,4.921,5.4466,3.8915,4.5578,3.0877,3.1441,3.041,51.7117
6-Jan-21,4.016,4.9349,5.463,3.9066,4.5688,3.1124,3.1669,3.0445,51.802
7-Jan-21,4.016,4.9509,5.4626,3.8949,4.5725,3.1317,3.1692,3.0459,51.8
8-Jan-21,4.045,4.9608,5.4866,3.8958,4.5696,3.1405,3.1911,3.0519,52.174
11-Jan-21,4.044,4.9236,5.4618,3.8821,4.551,3.1167,3.1725,3.0397,52.151
12-Jan-21,4.063,4.9365,5.494,3.8966,4.56,3.1281,3.1787,3.0528,52.3974
13-Jan-21,4.048,4.9454,5.5417,3.9081,4.5704,3.1437,3.1854,3.0599,52.2053
14-Jan-21,4.046,4.9143,5.5175,3.8885,4.5548,3.1332,3.1873,3.0488,52.1822
15-Jan-21,4.037,4.905,5.5242,3.8907,4.5446,3.1347,3.1903,3.0454,52.0702
18-Jan-21,4.05,4.8912,5.4991,3.904,4.5449,3.1169,3.1712,3.0428,52.2358
19-Jan-21,4.052,4.9025,5.5136,3.8965,4.5503,3.1261,3.1845,3.0487,52.2677
20-Jan-21,4.049,4.9179,5.5277,3.9027,4.5628,3.1262,3.1857,3.054,52.2337
21-Jan-21,4.033,4.8928,5.5188,3.8974,4.5401,3.1365,3.1972,3.0472,52.0266
22-Jan-21,4.04,4.9183,5.5417,3.9023,4.5676,3.129,3.1891,3.0509,52.1163
25-Jan-21,4.0485,4.9299,5.5473,3.9022,4.5741,3.1307,3.1865,3.0527,52.2279
26-Jan-21,4.046,4.9118,5.5289,3.9016,4.5573,3.1162,3.1733,3.0494,52.199
27-Jan-21,4.046,4.9191,5.5552,3.9009,4.564,3.1316,3.1813,3.0524,52.1943
29-Jan-21,4.056,4.9074,5.5592,3.8821,4.5578,3.1008,3.1525,3.0476,52.3193
2-Feb-21,4.045,4.8868,5.54,3.855,4.5145,3.0884,3.154,3.04,52.174
3-Feb-21,4.05,4.8774,5.5359,3.8575,4.5125,3.0829,3.1698,3.0417,52.2493
4-Feb-21,4.055,4.8741,5.5205,3.8582,4.5071,3.0932,3.1685,3.0388,52.3125
5-Feb-21,4.077,4.8749,5.5741,3.8634,4.509,3.0957,3.1797,3.0462,52.5902
8-Feb-21,4.064,4.8931,5.5815,3.854,4.5171,3.1195,3.184,3.0481,52.4211
9-Feb-21,4.06,4.9037,5.5939,3.8696,4.5287,3.1384,3.1911,3.0526,52.3729
10-Feb-21,4.042,4.9025,5.5881,3.8661,4.5339,3.1289,3.1837,3.0492,52.14
11-Feb-21,4.047,4.9062,5.6035,3.8698,4.5477,3.1295,3.1879,3.053,52.2012
15-Feb-21,4.038,4.9001,5.6128,3.8435,4.5325,3.1436,3.1878,3.0533,52.0858
16-Feb-21,4.033,4.8997,5.6264,3.8199,4.5391,3.1474,3.1985,3.0514,52.0233
17-Feb-21,4.041,4.8864,5.6113,3.8141,4.5237,3.1326,3.1839,3.0432,52.1238
18-Feb-21,4.04,4.8629,5.5962,3.816,4.4939,3.1318,3.1796,3.0424,52.1136
19-Feb-21,4.046,4.8896,5.6458,3.8282,4.5121,3.1405,3.1833,3.0462,52.1869
22-Feb-21,4.042,4.8997,5.6669,3.8262,4.5036,3.1847,3.2062,3.0543,52.1353
23-Feb-21,4.044,4.9203,5.6907,3.8507,4.5159,3.2008,3.2105,3.0627,52.1584
24-Feb-21,4.041,4.911,5.7217,3.8303,4.4608,3.2009,3.213,3.0623,52.113
25-Feb-21,4.042,4.9191,5.7182,3.815,4.4599,3.2195,3.232,3.0658,52.1286
26-Feb-21,4.052,4.9276,5.6671,3.8201,4.4769,3.1828,3.2159,3.0524,52.2542
1-Mar-21,4.056,4.9009,5.6731,3.8063,4.466,3.1454,3.1929,3.0501,52.2916
2-Mar-21,4.056,4.879,5.635,3.7981,4.4313,3.1491,3.2018,3.0469,52.2795
3-Mar-21,4.052,4.896,5.6578,3.7929,4.4265,3.1711,3.2072,3.0482,52.2333
4-Mar-21,4.058,4.8899,5.6569,3.7908,4.4133,3.1587,3.2041,3.0447,52.3113
5-Mar-21,4.07,4.8693,5.6606,3.7706,4.3834,3.1408,3.2169,3.0441,52.4485
8-Mar-21,4.092,4.8711,5.6527,3.7746,4.392,3.1472,3.2325,3.0424,52.6844
9-Mar-21,4.128,4.8987,5.7165,3.7837,4.4131,3.1637,3.264,3.0607,53.1486
10-Mar-21,4.131,4.908,5.7293,3.7976,4.4429,3.173,3.2612,3.0661,53.2181
11-Mar-21,4.115,4.9104,5.7343,3.7916,4.4262,3.1883,3.2646,3.0647,53.0222
12-Mar-21,4.1195,4.9286,5.7591,3.7898,4.4463,3.2062,3.2838,3.0701,53.0857
15-Mar-21,4.12,4.9259,5.7379,3.776,4.4354,3.193,3.3029,3.0623,53.0736
16-Mar-21,4.116,4.9129,5.7101,3.7706,4.4444,3.1911,3.2986,3.0627,53.0084
17-Mar-21,4.1205,4.9042,5.7238,3.7772,4.4512,3.1872,3.3083,3.0599,53.0596
18-Mar-21,4.11,4.9156,5.7306,3.7758,4.45,3.2161,3.3134,3.0637,52.9305
19-Mar-21,4.119,4.9082,5.7324,3.7834,4.4429,3.1902,3.2949,3.0654,53.0368
22-Mar-21,4.112,4.8916,5.6918,3.7811,4.4263,3.1773,3.2883,3.0632,52.9549
23-Mar-21,4.118,4.9136,5.703,3.7884,4.4582,3.1766,3.2852,3.072,53.0226
24-Mar-21,4.13,4.8945,5.6697,3.8054,4.4223,3.1409,3.2799,3.0695,53.1655
25-Mar-21,4.142,4.8979,5.6758,3.8042,4.4285,3.1504,3.2957,3.0764,53.3193
26-Mar-21,4.149,4.8888,5.7107,3.7984,4.4148,3.1586,3.2968,3.079,53.4052
29-Mar-21,4.148,4.8892,5.7159,3.7874,4.4156,3.1678,3.2908,3.0808,53.3738
30-Mar-21,4.149,4.8825,5.7169,3.7739,4.4166,3.1773,3.2978,3.0784,53.3599
31-Mar-21,4.161,4.8717,5.7126,3.7541,4.4088,3.1644,3.2974,3.0891,53.5211
1-Apr-21,4.149,4.8651,5.7186,3.7503,4.39,3.1416,3.296,3.0818,53.3695
2-Apr-21,4.14,4.8769,5.7318,3.7436,4.3972,3.1592,3.3041,3.0813,53.2462
5-Apr-21,4.143,4.8771,5.7335,3.7476,4.3976,3.1578,3.2959,3.0792,53.2814
6-Apr-21,4.135,4.8814,5.7452,3.7475,4.4078,3.1567,3.2977,3.0835,53.1778
7-Apr-21,4.131,4.9031,5.7111,3.7633,4.4376,3.1619,3.2825,3.0865,53.1025
8-Apr-21,4.141,4.9162,5.6972,3.7738,4.4565,3.1554,3.2847,3.0889,53.203
9-Apr-21,4.137,4.9268,5.6834,3.786,4.4758,3.1611,3.2914,3.0882,53.1851
12-Apr-21,4.139,4.9233,5.6667,3.7789,4.4702,3.1498,3.2972,3.0849,53.2108
13-Apr-21,4.136,4.9181,5.6796,3.7699,4.4762,3.1438,3.2883,3.0806,53.2064
14-Apr-21,4.131,4.9403,5.6884,3.7944,4.4917,3.1639,3.2948,3.0888,53.1537
15-Apr-21,4.13,4.9465,5.6882,3.7928,4.4716,3.1859,3.2979,3.0888,53.1785
16-Apr-21,4.129,4.9375,5.6811,3.794,4.4754,3.193,3.2932,3.0922,53.1499
19-Apr-21,4.131,4.9399,5.7152,3.8025,4.4868,3.1933,3.3022,3.099,53.1612
20-Apr-21,4.118,4.97,5.7668,3.8094,4.5055,3.2125,3.2968,3.1051,53.0199
21-Apr-21,4.118,4.9552,5.736,3.814,4.4956,3.1783,3.2675,3.0983,53.0568
22-Apr-21,4.112,4.9504,5.7317,3.8074,4.4876,3.1889,3.2893,3.0985,52.9822
23-Apr-21,4.114,4.9467,5.7016,3.8121,4.4864,3.1801,3.2975,3.096,53.0107
26-Apr-21,4.1055,4.9726,5.7071,3.812,4.4992,3.192,3.2965,3.0983,52.9107
27-Apr-21,4.1,4.9491,5.6912,3.7875,4.4774,3.1919,3.3054,3.0913,52.8323
28-Apr-21,4.104,4.9564,5.6943,3.77,4.4852,3.1773,3.3067,3.0934,52.873
30-Apr-21,4.106,4.9765,5.7266,3.7732,4.519,3.1949,3.3469,3.0961,52.8865
3-May-21,4.104,4.9342,5.6742,3.7466,4.4916,3.1703,3.3393,3.082,52.841
4-May-21,4.115,4.9553,5.7112,3.7666,4.5027,3.1858,3.3474,3.0889,52.986
5-May-21,4.1185,4.9529,5.7297,3.7694,4.5114,3.1861,3.3525,3.0871,53.0195
6-May-21,4.127,4.9528,5.7349,3.7734,4.5158,3.1889,3.3624,3.087,53.1193
7-May-21,4.1195,4.9722,5.731,3.7759,4.5404,3.2041,3.3861,3.0916,53.0412
10-May-21,4.108,4.9941,5.7606,3.773,4.5594,3.2231,3.3883,3.0978,52.8938
11-May-21,4.118,5.0001,5.815,3.7821,4.573,3.226,3.4058,3.1049,53.0274
12-May-21,4.134,5.0092,5.8327,3.7979,4.5649,3.2196,3.4084,3.1104,53.2204
17-May-21,4.136,5.0178,5.8268,3.7827,4.5849,3.2066,3.4097,3.0977,53.2502
18-May-21,4.1285,5.0236,5.8538,3.7817,4.5781,3.219,3.429,3.099,53.1619
19-May-21,4.129,5.0506,5.8586,3.7909,4.6006,3.2169,3.4217,3.1038,53.1724
20-May-21,4.141,5.0454,5.845,3.7946,4.5828,3.2051,3.4189,3.1058,53.3325
21-May-21,4.144,5.0698,5.8754,3.8071,4.6198,3.2145,3.4316,3.1134,53.3807
24-May-21,4.142,5.0458,5.8593,3.8059,4.6145,3.2005,3.4322,3.1136,53.3495
25-May-21,4.145,5.0681,5.8776,3.8132,4.6271,3.2157,3.4421,3.1234,53.3929
27-May-21,4.1455,5.0554,5.8518,3.8015,4.6215,3.2094,3.4198,3.1308,53.4124
28-May-21,4.139,5.045,5.8749,3.7662,4.6127,3.2057,3.4275,3.128,53.3459
31-May-21,4.1395,5.0498,5.8777,3.7745,4.6051,3.1978,3.4279,3.1301,53.3372
1-Jun-21,4.123,5.0428,5.8703,3.7677,4.5893,3.2011,3.4224,3.1254,53.1356
2-Jun-21,4.128,5.0465,5.8452,3.7661,4.6025,3.2042,3.4226,3.1223,53.2062
3-Jun-21,4.1245,5.0356,5.8444,3.7608,4.5915,3.1944,3.4268,3.1192,53.1658
4-Jun-21,4.129,5.0031,5.8215,3.7458,4.566,3.1628,3.4073,3.1108,53.2232
8-Jun-21,4.123,5.0222,5.8386,3.7687,4.5939,3.1945,3.4111,3.1155,53.1403
9-Jun-21,4.119,5.0178,5.8329,3.7627,4.5961,3.1869,3.4019,3.112,53.0861
10-Jun-21,4.118,5.0116,5.815,3.7594,4.597,3.1857,3.3988,3.1103,53.0697
11-Jun-21,4.116,5.017,5.8365,3.7623,4.6056,3.1911,3.4053,3.1135,53.0474
14-Jun-21,4.118,4.9836,5.8113,3.7518,4.5822,3.1721,3.3887,3.1044,53.0588
15-Jun-21,4.118,4.9931,5.8113,3.7406,4.5796,3.1737,3.3921,3.1044,53.0554
16-Jun-21,4.121,4.9959,5.8036,3.743,4.5845,3.1711,3.3842,3.1039,53.0988
17-Jun-21,4.135,4.9595,5.7861,3.735,4.5515,3.1542,3.3686,3.0941,53.26
18-Jun-21,4.144,4.9409,5.7713,3.7608,4.5215,3.1308,3.3552,3.0916,53.3739
21-Jun-21,4.153,4.9246,5.7299,3.7827,4.5014,3.1114,3.3307,3.0838,53.4877
22-Jun-21,4.15,4.9443,5.7743,3.7587,4.5158,3.1191,3.3546,3.0853,53.4443
23-Jun-21,4.1665,4.9686,5.8052,3.7621,4.5318,3.1449,3.3811,3.0962,53.654
24-Jun-21,4.168,4.9691,5.8169,3.7546,4.5344,3.1573,3.387,3.0973,53.6809
25-Jun-21,4.16,4.9679,5.7949,3.7528,4.5346,3.1591,3.3794,3.0994,53.5937
28-Jun-21,4.153,4.9533,5.7673,3.754,4.5225,3.1509,3.3745,3.09,53.5043
29-Jun-21,4.15,4.9435,5.7544,3.7553,4.5089,3.1357,3.3614,3.0896,53.4642
30-Jun-21,4.1565,4.9479,5.758,3.7626,4.5125,3.1274,3.3534,3.0919,53.5335
1-Jul-21,4.156,4.9253,5.7436,3.7411,4.4901,3.1137,3.3527,3.0886,53.5243
2-Jul-21,4.165,4.9334,5.7348,3.7331,4.4974,3.1088,3.3518,3.0859,53.6257
5-Jul-21,4.157,4.9281,5.7466,3.7413,4.5067,3.1232,3.3676,3.088,53.5234
6-Jul-21,4.155,4.9336,5.7692,3.7486,4.5124,3.1453,3.3715,3.0913,53.4873
7-Jul-21,4.162,4.9216,5.7448,3.7635,4.5077,3.1186,3.3398,3.0891,53.5802
8-Jul-21,4.174,4.9224,5.7534,3.7753,4.51,3.1159,3.3341,3.0866,53.736
9-Jul-21,4.188,4.9586,5.7715,3.8114,4.577,3.1092,3.3386,3.094,53.9135
12-Jul-21,4.192,4.9763,5.8214,3.8057,4.5839,3.1323,3.3611,3.1017,53.9782
13-Jul-21,4.192,4.9759,5.8265,3.7981,4.5849,3.1423,3.3671,3.1052,53.9754
14-Jul-21,4.201,4.9513,5.8058,3.8022,4.5777,3.1339,3.3597,3.1004,54.0885
15-Jul-21,4.197,4.9667,5.807,3.821,4.5894,3.1322,3.3474,3.1009,54.0363
16-Jul-21,4.202,4.9642,5.8156,3.8217,4.5773,3.1254,3.3431,3.1027,54.0944
